image,item_id,Question,Final Answer,Reasoning,Option a,Option b,Option c,Option d,Language,Question Level,Domain,Subject Domain
hindi/54.jpg,54,कर्मचारी वेतन द्वारा केंद्र पर विस्तारित लगभग कोण   डिग्री में  क्या है?,ख,केंद्र पर कर्मचारी वेतन द्वारा विस्तारित कोण = ३८ × ३.६ = १३७°,132,137,142,145,hindi,,,
bengali/54.jpg,54,কর্মচারী বেতনের দ্বারা কেন্দ্রে বিস্তৃত প্রায় কত ডিগ্রি কোণ হয়?,খ,কেন্দ্রে কর্মচারী বেতনের দ্বারা বিস্তৃত কোণ = ৩৮ × ৩.৬ = ১৩৭°,132,137,142,145,bengali,,,
marathi/54.jpg,54,कर्मचारी पगाराने केंद्रावर व्यापलेला अंदाजे कोन   अंशात  किती आहे?,ख,केंद्रावर कर्मचारी पगाराने व्यापलेला कोन = ३८ × ३.६ = १३७°,132,137,142,145,marathi,,,
gujarati/54.jpg,54,કર્મચારીના પગાર દ્વારા કેન્દ્ર પર વ્યાપાયેલ અંદાજિત કોણ   ડિગ્રીમાં  કેટલો છે?,ખ,કેન્દ્ર પર કર્મચારીના પગાર દ્વારા વ્યાપાયેલ કોણ = ૩૮ × ૩.૬ = ૧૩૭°,132,137,142,145,gujarati,,,
tamil/54.jpg,54,ஊழியர் சம்பளத்தால் மையத்தில் உருவாகும் சுமார் கோணம்   டிகிரிகளில்  எவ்வளவு?,௨,மையத்தில் ஊழியர் சம்பளத்தால் உருவாகும் கோணம் = ௩௮ × ௩.௬ = ௧௩௭°,132,137,142,145,tamil,,,
hindi/55.jpg,55,निम्नलिखित में से किन मदों का कुल योग वेतन व्यय के बराबर है?,ख,रखरखाव + परिवहन + खेल = ३८ %,"विविध, परिवहन और सांस्कृतिक कार्यक्रम","रखरखाव, परिवहन और खेल","रखरखाव, प्रचार और विविध",उपरोक्त में से कोई नहीं,hindi,,,
bengali/55.jpg,55,নিম্নলিখিত কোন শিরোনামগুলির মোট বেতন ব্যয়ের সমান?,খ,রক্ষণাবেক্ষণ + পরিবহন + ক্রীড়া = ৩৮ %,"বিবিধ, পরিবহন এবং সাংস্কৃতিক অনুষ্ঠান","রক্ষণাবেক্ষণ, পরিবহন এবং ক্রীড়া","রক্ষণাবেক্ষণ, প্রচার এবং বিবিধ",উপরের কোনোটিই নয়,bengali,,,
marathi/55.jpg,55,खालीलपैकी कोणत्या मथळ्यांची एकूण रक्कम पगार खर्चाइतकी आहे?,ख,देखभाल + वाहतूक + क्रीडा = ३८ %,"इतर, वाहतूक आणि सांस्कृतिक कार्यक्रम","देखभाल, वाहतूक आणि क्रीडा","देखभाल, प्रसिद्धी आणि इतर",वरीलपैकी काहीही नाही,marathi,,,
gujarati/55.jpg,55,નીચેના પૈકી કયા હેડ્સનો કુલ પગાર ખર્ચ બરાબર છે?,ખ,માંટેનન્સ + ટ્રાન્સપોર્ટેશન + રમતગમત = ૩૮ %,"મિસ્લેનિયસ, ટ્રાન્સપોર્ટેશન અને સાંસ્કૃતિક કાર્યક્રમો","માંટેનન્સ, ટ્રાન્સપોર્ટેશન અને રમતગમત","માંટેનન્સ, પબ્લિસિટી અને મિસ્લેનિયસ",ઉપરોક્તમાંથી કોઈ નહીં,gujarati,,,
tamil/55.jpg,55,பின்வரும் தலைப்புகளில் எதன் மொத்தம் சம்பளச் செலவுகளுக்கு சமம்?,௨,பராமரிப்பு + போக்குவரத்து + விளையாட்டு = ௩௮ %,"இதர, போக்குவரத்து மற்றும் கலாச்சார நிகழ்வுகள்","பராமரிப்பு, போக்குவரத்து மற்றும் விளையாட்டு","பராமரிப்பு, விளம்பரம் மற்றும் இதர",மேலே கூறப்பட்டவற்றில் எதுவும் இல்லை,tamil,,,
hindi/56.jpg,56,"यदि शिक्षकों के वेतन में २० % की वृद्धि की जाती है, तो केंद्र पर विस्तारित नया कोण   डिग्री में  क्या होगा?",घ,"शिक्षकों के वेतन के लिए कोई अलग डेटा नहीं दिया गया है। अतः इसे निर्धारित नहीं किया जा सकता। इसलिए, नया विस्तारित कोण निर्धारित नहीं किया जा सकता।",45.6,43.6,56,निर्धारित नहीं किया जा सकता,hindi,,,
bengali/56.jpg,56,"যদি শিক্ষকদের বেতন ২০ % বৃদ্ধি করা হয়, তবে কেন্দ্রের উপর গঠিত নতুন কোণ   ডিগ্রিতে  কত হবে?",ঘ,শিক্ষকদের বেতনের জন্য আলাদা কোনো তথ্য দেওয়া হয়নি। সুতরাং এটি নির্ধারণ করা সম্ভব নয়। তাই নতুন গঠিত কোণ নির্ধারণ করা যাবে না।,45.6,43.6,56,নির্ধারণ করা যাবে না,bengali,,,
marathi/56.jpg,56,"जर शिक्षकांच्या पगारात २० % वाढ केली, तर केंद्रावर तयार होणारा नवीन कोन   अंशात  किती असेल?",घ,शिक्षकांच्या पगारासाठी स्वतंत्र माहिती दिलेली नाही. त्यामुळे हे निश्चित करता येणार नाही. म्हणून नवीन तयार होणारा कोन निश्चित करता येणार नाही.,45.6,43.6,56,निश्चित करता येणार नाही,marathi,,,
gujarati/56.jpg,56,"જો શિક્ષકોના પગારમાં ૨૦ % નો વધારો કરવામાં આવે, તો કેન્દ્ર પર બનતો નવો કોણ   ડિગ્રીમાં  કેટલો હશે?",ઘ,શિક્ષકોના પગાર માટે અલગ માહિતી આપવામાં આવી નથી. તેથી આ નક્કી કરી શકાશે નહીં. તેથી નવો બનતો કોણ નક્કી કરી શકાશે નહીં.,45.6,43.6,56,નક્કી કરી શકાશે નહીં,gujarati,,,
tamil/56.jpg,56,"ஆசிரியர்களின் சம்பளம் ௨௦ % அதிகரிக்கப்பட்டால், மையத்தில் உருவாகும் புதிய கோணம்   டிகிரிகளில்  எவ்வளவு இருக்கும்?",௪,ஆசிரியர்களின் சம்பளத்திற்கான தனி தரவு வழங்கப்படவில்லை. எனவே இதை நிர்ணயிக்க முடியாது. ஆகையால் புதிய கோணத்தை நிர்ணயிக்க முடியாது.,45.6,43.6,56,நிர்ணயிக்க முடியாது,tamil,,,
english/57.jpg,57,केंद्र पर विविध और सांस्कृतिक कार्यक्रमों के व्यय के संयोजन द्वारा विस्तारित कोण   डिग्री में  क्या है?,nan,"विविध और सांस्कृतिक प्रतिशत का कुल = १५ + ५ = २० %. अतः, केंद्र पर इनके द्वारा विस्तारित कोण =     dfrac २०  /१००  X  ३६० = ७२^degree   ।",65,72,78,84,hindi,,,
english/57.jpg,57,কেন্দ্রে বিবিধ ও সাংস্কৃতিক অনুষ্ঠানের ব্যয়ের সমন্বয়ে গঠিত কোণ   ডিগ্রিতে  কত?,nan,"বিবিধ ও সাংস্কৃতিক শতাংশের যোগফল = ১৫ + ৫ = ২০ %। সুতরাং, কেন্দ্রে এদের দ্বারা বিস্তৃত কোণ =     dfrac ২০  /১০০  X  ৩৬০ = ৭২^degree   ।",65,72,78,84,bengali,,,
english/57.jpg,57,केंद्रावर विविध आणि सांस्कृतिक कार्यक्रमांच्या खर्चाच्या संयोजनाने तयार होणारा कोन   अंशांमध्ये  किती आहे?,nan,"विविध आणि सांस्कृतिक टक्केवारीची बेरीज = १५ + ५ = २० %। त्यामुळे, केंद्रावर त्यांच्याद्वारे तयार होणारा कोन =     dfrac २०  /१००  X  ३६० = ७२^degree   ।",65,72,78,84,marathi,,,
english/57.jpg,57,કેન્દ્ર પર વિવિધ અને સાંસ્કૃતિક કાર્યક્રમોના ખર્ચના સંયોજન દ્વારા વિસ્તરેલો કોણ   ડિગ્રીમાં  કેટલો છે?,nan,"વિવિધ અને સાંસ્કૃતિક ટકાવારીનો કુલ = ૧૫ + ૫ = ૨૦ %। તેથી, કેન્દ્ર પર તેમના દ્વારા વિસ્તરેલો કોણ =     dfrac ૨૦  /૧૦૦  X  ૩૬૦ = ૭૨^degree   ।",65,72,78,84,gujarati,,,
english/57.jpg,57,மையத்தில் பலவகை மற்றும் கலாச்சார நிகழ்வுகளின் செலவினங்களின் சேர்க்கையால் உருவாகும் கோணம்   டிகிரிகளில்  எவ்வளவு?,nan,"பலவகை மற்றும் கலாச்சார சதவீதங்களின் மொத்தம் = ௧௫ + ௫ = ௨௦ %। ஆகவே, மையத்தில் அவற்றால் உருவாகும் கோணம் =     dfrac ௨௦  /௧௦௦  X  ௩௬௦ = ௭௨^degree   ।",65,72,78,84,tamil,,,
hindi/58.jpg,58,"यदि प्रकाशक को पुस्तकों की एक निश्चित मात्रा के उत्पादन के लिए मुद्रण लागत के रूप में ₹७६१,२०० का भुगतान करना है, तो इन पुस्तकों के लिए भुगतान की जाने वाली रॉयल्टी की राशि क्या होगी?",ग,"मुद्रण लागत और रॉयल्टी का अनुपात = २० : १५ अथवा ४ : ३। मान लें कि रॉयल्टी को     R    द्वारा दर्शाया गया है। तब    [ ४ : ३ = ७६१ , २०० : R  ]    [ R X  ४ = ७६१ , २०० X  ३  ]    [ R =   ७६१ , २०० X  ३  /४  = ₹५,७०,९००  ]   अतः रॉयल्टी ₹५,७०,९०० होगी।","₹२,२९,५००","₹४,५०,०००","₹४,५९,०००","₹४,८९,०००",hindi,,,
bengali/58.jpg,58,"যদি প্রকাশককে একটি নির্দিষ্ট পরিমাণ বই উৎপাদনের জন্য মুদ্রণ খরচ হিসেবে ₹৭৬১,২০০ প্রদান করতে হয়, তবে এই বইগুলির জন্য প্রদেয় রয়্যালটির পরিমাণ কত হবে?",গ,"মুদ্রণ খরচ ও রয়্যালটির অনুপাত = ২০ : ১৫ অথবা ৪ : ৩। ধরা যাক রয়্যালটি     R    দ্বারা প্রকাশিত। তাহলে    [ ৪ : ৩ = ৭৬১ , ২০০ : R  ]    [ R X  ৪ = ৭৬১ , ২০০ X  ৩  ]    [ R =   ৭৬১ , ২০০ X  ৩  /৪  = ₹৪,৫৯,০০০  ]   অতএব রয়্যালটি হবে ₹৪,৫৯,০০০।","₹২,২৯,৫০০","₹৪,৫০,০০০","₹৪,৫৯,০০০","₹৪,৮৯,০০০",bengali,,,
marathi/58.jpg,58,"जर प्रकाशकाला काही प्रमाणात पुस्तके तयार करण्यासाठी छपाई खर्च म्हणून ₹७६१,२०० द्यावे लागत असतील, तर या पुस्तकांसाठी देय रॉयल्टीची रक्कम किती असेल?",ग,"छपाई खर्च आणि रॉयल्टी यांचे प्रमाण = २० : १५ किंवा ४ : ३। समजा रॉयल्टी     R    आहे. मग    [ ४ : ३ = ७६१ , २०० : R  ]    [ R X  ४ = ७६१ , २०० X  ३  ]    [ R =   ७६१ , २०० X  ३  /४  = ₹४,५९,०००  ]   म्हणून रॉयल्टी ₹४,५९,००० असेल।","₹२,२९,५००","₹४,५०,०००","₹४,५९,०००","₹४,८९,०००",marathi,,,
gujarati/58.jpg,58,"જો પ્રકાશકને પુસ્તકોની નિશ્ચિત સંખ્યાના ઉત્પાદન માટે છાપકામ ખર્ચ તરીકે ₹૭૬૧,૨૦૦ ચૂકવવાનો હોય, તો આ પુસ્તકો માટે ચૂકવવાની રોયલ્ટીની રકમ કેટલી હશે?",ગ,"છાપકામ ખર્ચ અને રોયલ્ટીનો અનુપાત = ૨૦ : ૧૫ અથવા ૪ : ૩। માનીએ કે રોયલ્ટી     R    છે. તો    [ ૪ : ૩ = ૭૬૧ , ૨૦૦ : R  ]    [ R X  ૪ = ૭૬૧ , ૨૦૦ X  ૩  ]    [ R =   ૭૬૧ , ૨૦૦ X  ૩  /૪  = ₹૪,૫૯,૦૦૦  ]   અતેથિ રોયલ્ટી ₹૪,૫૯,૦૦૦ થશે।","₹૨,૨૯,૫૦૦","₹૪,૫૦,૦૦૦","₹૪,૫૯,૦૦૦","₹૪,૮૯,૦૦૦",gujarati,,,
tamil/58.jpg,58,"ஒரு குறிப்பிட்ட அளவு புத்தகங்களை தயாரிப்பதற்கான அச்சிடும் செலவாக ₹௭௬௧,௨௦௦ வெளியீட்டாளர் செலுத்த வேண்டுமெனில், அந்த புத்தகங்களுக்கு வழங்க வேண்டிய ராயல்டி தொகை எவ்வளவு?",௩,"அச்சிடும் செலவு மற்றும் ராயல்டி விகிதம் = ௨௦ : ௧௫ அல்லது ௪ : ௩. ராயல்டி     R    எனக் கொள்ளலாம். அப்போது    [ ௪ : ௩ = ௭௬௧ , ௨௦௦ : R  ]    [ R X  ௪ = ௭௬௧ , ௨௦௦ X  ௩  ]    [ R =   ௭௬௧ , ௨௦௦ X  ௩  /௪  = ₹௪,௫௯,௦௦௦  ]   ஆகவே ராயல்டி ₹௪,௫௯,௦௦௦ ஆகும்.","₹௨,௨௯,௫௦௦","₹௪,௫௦,௦௦௦","₹௪,௫௯,௦௦௦","₹௪,௮௯,௦௦௦",tamil,,,
hindi/59.jpg,59,"यदि पुस्तक का क्रय मूल्य ₹१५० है, तो पुस्तक की एक प्रति के लिए मुद्रण और बाइंडिंग की संयुक्त लागत क्या होगी?",क,कुल मुद्रण और बाइंडिंग लागत = २० + २० = ४० %   मुद्रण और बाइंडिंग लागत = क्रय मूल्य का ४० % = १५० का ४० % = ₹६०,₹६०,₹७५,₹८०,₹७२,hindi,,,
bengali/59.jpg,59,"যদি বইটির ক্রয়মূল্য ₹১৫০ হয়, তবে বইটির এক কপির জন্য মুদ্রণ ও বাঁধাইয়ের সম্মিলিত খরচ কত হবে?",ক,মোট মুদ্রণ ও বাঁধাই খরচ = ২০ + ২০ = ৪০ %   মুদ্রণ ও বাঁধাই খরচ = ক্রয়মূল্যের ৪০ % = ১৫০ এর ৪০ % = ₹৬০,₹৬০,₹৭৫,₹৮০,₹৭২,bengali,,,
marathi/59.jpg,59,"जर पुस्तकाची खरेदी किंमत ₹१५० असेल, तर पुस्तकाच्या एका प्रतीसाठी छपाई आणि बांधणीचा एकत्रित खर्च किती असेल?",क,एकूण छपाई आणि बांधणी खर्च = २० + २० = ४० %   छपाई आणि बांधणी खर्च = खरेदी किमतीचा ४० % = १५० चा ४० % = ₹६०,₹६०,₹७५,₹८०,₹७२,marathi,,,
gujarati/59.jpg,59,"જો પુસ્તકની ખરીદી કિંમત ₹૧૫૦ હોય, તો પુસ્તકની એક નકલ માટે છાપકામ અને બાઇન્ડિંગનો સંયુક્ત ખર્ચ કેટલો થશે?",ક,કુલ છાપકામ અને બાઇન્ડિંગ ખર્ચ = ૨૦ + ૨૦ = ૪૦ %   છાપકામ અને બાઇન્ડિંગ ખર્ચ = ખરીદી કિંમતનો ૪૦ % = ૧૫૦ નો ૪૦ % = ₹૬૦,₹૬૦,₹૭૫,₹૮૦,₹૭૨,gujarati,,,
tamil/59.jpg,59,"புத்தகத்தின் கொள்முதல் விலை ₹௧௫௦ என்றால், அந்த புத்தகத்தின் ஒரு பிரதிக்கான அச்சிடுதல் மற்றும் பைண்டிங் ஆகியவற்றின் கூட்டு செலவு எவ்வளவு?",௧,மொத்த அச்சிடுதல் மற்றும் பைண்டிங் செலவு = ௨௦ + ௨௦ = ௪௦ %   அச்சிடுதல் மற்றும் பைண்டிங் செலவு = கொள்முதல் விலையின் ௪௦ % = ௧௫௦ இன் ௪௦ % = ₹௬௦,₹௬௦,₹௭௫,₹௮௦,₹௭௨,tamil,,,
hindi/60.jpg,60,रॉयल्टी पर किए गए व्यय के अनुरूप क्षेत्र का केंद्रीय कोण क्या है?,ख,रॉयल्टी के अनुरूप केंद्रीय कोण =      १५ %   text का   ३६०  =   १५  /१००  X  ३६० = ५४^degree   ,४८^degree ,५४^degree ,६०^degree ,७२^degree ,hindi,,,
bengali/60.jpg,60,রয়্যালটির জন্য ব্যয়িত অর্থের সাথে সম্পর্কিত খণ্ডের কেন্দ্রীয় কোণ কত?,খ,রয়্যালটির সাথে সম্পর্কিত কেন্দ্রীয় কোণ =      ১৫ %   text এর   ৩৬০  =   ১৫  /১০০  X  ৩৬০ = ৫৪^degree   ,৪৮^degree ,৫৪^degree ,৬০^degree ,৭২^degree ,bengali,,,
marathi/60.jpg,60,रॉयल्टीवरील खर्चाशी संबंधित क्षेत्राचा केंद्रीय कोन किती आहे?,ख,रॉयल्टीशी संबंधित केंद्रीय कोन =      १५ %   text चा   ३६०  =   १५  /१००  X  ३६० = ५४^degree   ,४८^degree ,५४^degree ,६०^degree ,७२^degree ,marathi,,,
gujarati/60.jpg,60,રોયલ્ટી પર થયેલા ખર્ચને અનુરૂપ ક્ષેત્રનો કેન્દ્રીય કોણ કેટલો છે?,ખ,રોયલ્ટી માટેનો કેન્દ્રીય કોણ =      ૧૫ %   text નો   ૩૬૦  =   ૧૫  /૧૦૦  X  ૩૬૦ = ૫૪^degree   ,૪૮^degree ,૫૪^degree ,૬૦^degree ,૭૨^degree ,gujarati,,,
tamil/60.jpg,60,ராயல்ட்டிக்காகச் செய்யப்பட்ட செலவுக்குச் தொடர்பான துறையின் மையக் கோணம் எவ்வளவு?,௨,ராயல்ட்டிக்கான மையக் கோணம் =      ௧௫ %   text இன்   ௩௬௦  =   ௧௫  /௧௦௦  X  ௩௬௦ = ௫௪^degree   ,௪௮^degree ,௫௪^degree ,௬௦^degree ,௭௨^degree ,tamil,,,
hindi/61.jpg,61,"यदि हम मान लें कि कुल लागत ₹२०० है, तो प्रचार और मुद्रण लागत के बीच का अंतर क्या है?",ख,"प्रतिशत के रूप में अंतर = २० - १० = १० %। फिर, ₹२०० का १० % = ₹२०।",₹१०,₹२०,₹३०,₹२४,hindi,,,
bengali/61.jpg,61,"যদি আমরা ধরি মোট খরচ ₹২০০, তবে প্রচার ও মুদ্রণ খরচের মধ্যে পার্থক্য কত?",খ,"শতকরা হারে পার্থক্য = ২০ - ১০ = ১০ %। তারপর, ₹২০০ এর ১০ % = ₹২০।",₹১০,₹২০,₹৩০,₹২৪,bengali,,,
marathi/61.jpg,61,"जर आपण गृहित धरले की एकूण खर्च ₹२०० आहे, तर प्रसिद्धी आणि मुद्रण खर्चातील फरक किती आहे?",ख,"टक्केवारीतील फरक = २० - १० = १० %। मग, ₹२०० चा १० % = ₹२०।",₹१०,₹२०,₹३०,₹२४,marathi,,,
gujarati/61.jpg,61,"જો આપણે માનીએ કે કુલ ખર્ચ ₹૨૦૦ છે, તો પ્રચાર અને છાપકામ ખર્ચ વચ્ચેનો તફાવત કેટલો છે?",ખ,"ટકાવારીમાં તફાવત = ૨૦ - ૧૦ = ૧૦ %। પછી, ₹૨૦૦ નો ૧૦ % = ₹૨૦।",₹૧૦,₹૨૦,₹૩૦,₹૨૪,gujarati,,,
tamil/61.jpg,61,"மொத்த செலவு ₹௨௦௦ எனக் கருதினால், விளம்பரச் செலவு மற்றும் அச்சிடும் செலவு இடையிலான வித்தியாசம் என்ன?",௨,"சதவீத வித்தியாசம் = ௨௦ - ௧௦ = ௧௦ %। பின்னர், ₹௨௦௦ இன் ௧௦ % = ₹௨௦।",₹௧௦,₹௨௦,₹௩௦,₹௨௪,tamil,,,
hindi/62.jpg,62,"यदि १००० प्रतियाँ प्रकाशित की जाती हैं और उन पर परिवहन लागत ₹१५,००० आती है, तो प्रकाशक को २०% का लाभ प्राप्त करने के लिए प्रति पुस्तक विक्रय मूल्य कितना होना चाहिए?",ग,"एक पुस्तक का विक्रय मूल्य ज्ञात करने के लिए हमें कुल लागत ज्ञात करनी होगी। पहले इसे गणना करते हैं। प्रति पुस्तक परिवहन लागत = ₹१५,००० ÷ १००० = ₹१५। चूँकि परिवहन लागत कुल लागत का १०% है, अतः ₹१५ = कुल लागत का १०%। प्रति प्रति मुद्रण की कुल लागत = ₹१५ ×   १०० ÷ १०  = ₹१५०। अब विक्रय मूल्य = कुल लागत + लाभ = ₹१५० +   २०% का ₹१५०  = ₹१५० + ₹३० = ₹१८०।",₹१५०,₹१६०,₹१८०,₹२००,hindi,,,
bengali/62.jpg,62,"যদি ১০০০ কপি প্রকাশিত হয় এবং তাদের উপর পরিবহন খরচ ₹১৫,০০০ হয়, তবে প্রকাশক ২০% লাভ করতে চাইলে প্রতি বইয়ের বিক্রয়মূল্য কত হওয়া উচিত?",গ,"একটি বইয়ের বিক্রয়মূল্য নির্ণয় করতে হলে আমাদের মোট খরচ বের করতে হবে। প্রথমে সেটি গণনা করি। প্রতি বই পরিবহন খরচ = ₹১৫,০০০ ÷ ১০০০ = ₹১৫। যেহেতু পরিবহন খরচ মোট খরচের ১০%, তাই ₹১৫ = মোট খরচের ১০%। প্রতি কপির মুদ্রণ মোট খরচ = ₹১৫ ×   ১০০ ÷ ১০  = ₹১৫০। এখন বিক্রয়মূল্য = মোট খরচ + লাভ = ₹১৫০ +   ₹১৫০ এর ২০%  = ₹১৫০ + ₹৩০ = ₹১৮০।",₹১৫০,₹১৬০,₹১৮০,₹২০০,bengali,,,
marathi/62.jpg,62,"जर १००० प्रती प्रकाशित केल्या आणि त्यांच्यावर वाहतूक खर्च ₹१५,००० आला, तर प्रकाशकाला २०% नफा मिळवण्यासाठी प्रति पुस्तक विक्री किंमत किती असावी?",ग,"एका पुस्तकाची विक्री किंमत काढण्यासाठी आपल्याला एकूण खर्च काढावा लागेल. प्रथम तो काढूया. प्रति पुस्तक वाहतूक खर्च = ₹१५,००० ÷ १००० = ₹१५। कारण वाहतूक खर्च हा एकूण खर्चाचा १०% आहे, म्हणून ₹१५ = एकूण खर्चाचा १०%। प्रति प्रती छपाईचा एकूण खर्च = ₹१५ ×   १०० ÷ १०  = ₹१५०। आता विक्री किंमत = एकूण खर्च + नफा = ₹१५० +   ₹१५० चा २०%  = ₹१५० + ₹३० = ₹१८०।",₹१५०,₹१६०,₹१८०,₹२००,marathi,,,
gujarati/62.jpg,62,"જો ૧૦૦૦ નકલો પ્રકાશિત થાય અને તેમના પર પરિવહન ખર્ચ ₹૧૫,૦૦૦ આવે, તો પ્રકાશકને ૨૦% નફો મેળવવા માટે પ્રતિ પુસ્તક વેચાણ કિંમત કેટલી હોવી જોઈએ?",ગ,"એક પુસ્તકની વેચાણ કિંમત જાણવા માટે આપણે કુલ ખર્ચ કાઢવો પડશે। પહેલા તે ગણીએ। પ્રતિ પુસ્તક પરિવહન ખર્ચ = ₹૧૫,૦૦૦ ÷ ૧૦૦૦ = ₹૧૫। કારણ કે પરિવહન ખર્ચ કુલ ખર્ચનો ૧૦% છે, તેથી ₹૧૫ = કુલ ખર્ચનો ૧૦%। પ્રતિ નકલ છાપવાનો કુલ ખર્ચ = ₹૧૫ ×   ૧૦૦ ÷ ૧૦  = ₹૧૫૦। હવે વેચાણ કિંમત = કુલ ખર્ચ + નફો = ₹૧૫૦ +   ₹૧૫૦ નો ૨૦%  = ₹૧૫૦ + ₹૩૦ = ₹૧૮૦।",₹૧૫૦,₹૧૬૦,₹૧૮૦,₹૨૦૦,gujarati,,,
tamil/62.jpg,62,"1000 பிரதிகள் வெளியிடப்பட்டு, அவற்றின் போக்குவரத்து செலவு ₹15,000 ஆக இருந்தால், பதிப்பாளர் 20% லாபம் பெற, ஒரு புத்தகத்தின் விற்பனை விலை எவ்வளவு இருக்க வேண்டும்?",௩,"ஒரு புத்தகத்தின் விற்பனை விலையை கணக்கிட, மொத்த செலவை அறிய வேண்டும். முதலில் அதை கணக்கிடுவோம். ஒரு புத்தகத்திற்கான போக்குவரத்து செலவு = ₹15,000 ÷ 1000 = ₹15. போக்குவரத்து செலவு மொத்த செலவின் 10% ஆக இருப்பதால், ₹15 = மொத்த செலவின் 10%. ஒரு பிரதியை அச்சிடும் மொத்த செலவு = ₹15 ×   100 ÷ 10  = ₹150. இப்போது விற்பனை விலை = மொத்த செலவு + லாபம் = ₹150 +   ₹150 இன் 20%  = ₹150 + ₹30 = ₹180.",₹150,₹160,₹180,₹200,tamil,,,
english/63.jpg,63,"सभी चार वर्षों को मिलाकर, स्कूल E से उपस्थित हुए लड़कों की औसत संख्या क्या है?",ग,सन् २०१९ के लिए लड़कों की संख्या = कुल विद्यार्थियों का ७५%   लड़कियों की संख्या = कुल विद्यार्थियों का २५%   अंतर = कुल विद्यार्थियों का ७५% − २५% = २८०   कुल विद्यार्थियों का ५०% = २८०   कुल विद्यार्थी =   २८० × १००  ÷ ५० = ५६०   लड़कों की संख्या = ५६० का ७५% = ४२०    इसी प्रकार सन् २०२० के लिए लड़कों और लड़कियों का प्रतिशत क्रमशः ६०% और ४०% है   क्योंकि १०० − ६० = ४०    अंतर = ६०% − ४०% = २०%   अंतर = कुल विद्यार्थियों का २०% = १३६   कुल विद्यार्थी =   १३६ × १००  ÷ २० = ६८०   लड़कों की संख्या = ६८० का ६०% = ४०८    सन् २०२१ के लिए अंतर = कुल विद्यार्थियों का ४०% = २६४   प्रत्यक्ष रूप से दिया गया    कुल विद्यार्थी =   २६४ × १००  ÷ ४० = ६६०   लड़कों की संख्या = ६६० का ७०% = ४६२    सन् २०२२ के लिए अंतर = ६६% − ३४% = २२%   प्रत्यक्ष रूप से    कुल विद्यार्थियों का ३२% = २२४   कुल विद्यार्थी =   २२४ × १००  ÷ ३२ = ७००   लड़कों की संख्या = ७०० का ६६% = ४६२    स्कूल E से लड़कों की औसत संख्या =   ४२० + ४०८ + ४६२ + ४६२  ÷ ४ = ४३८,424,434,438,455,hindi,,,
english/63.jpg,63,"সমস্ত চার বছর একত্রে বিবেচনা করলে, স্কুল E থেকে উপস্থিত হওয়া ছেলেদের গড় সংখ্যা কত?",গ,২০১৯ সালের জন্য ছেলেদের সংখ্যা = মোট শিক্ষার্থীর ৭৫%   মেয়েদের সংখ্যা = মোট শিক্ষার্থীর ২৫%   পার্থক্য = মোট শিক্ষার্থীর ৭৫% − ২৫% = ২৮০   মোট শিক্ষার্থীর ৫০% = ২৮০   মোট শিক্ষার্থী =   ২৮০ × ১০০  ÷ ৫০ = ৫৬০   ছেলেদের সংখ্যা = ৫৬০ এর ৭৫% = ৪২০    একইভাবে ২০২০ সালের জন্য ছেলেদের ও মেয়েদের শতাংশ যথাক্রমে ৬০% এবং ৪০%   কারণ ১০০ − ৬০ = ৪০    পার্থক্য = ৬০% − ৪০% = ২০%   পার্থক্য = মোট শিক্ষার্থীর ২০% = ১৩৬   মোট শিক্ষার্থী =   ১৩৬ × ১০০  ÷ ২০ = ৬৮০   ছেলেদের সংখ্যা = ৬৮০ এর ৬০% = ৪০৮    ২০২১ সালের জন্য পার্থক্য = মোট শিক্ষার্থীর ৪০% = ২৬৪   সরাসরি দেওয়া    মোট শিক্ষার্থী =   ২৬৪ × ১০০  ÷ ৪০ = ৬৬০   ছেলেদের সংখ্যা = ৬৬০ এর ৭০% = ৪৬২    ২০২২ সালের জন্য পার্থক্য = ৬৬% − ৩৪% = ২২%   সরাসরি    মোট শিক্ষার্থীর ৩২% = ২২৪   মোট শিক্ষার্থী =   ২২৪ × ১০০  ÷ ৩২ = ৭০০   ছেলেদের সংখ্যা = ৭০০ এর ৬৬% = ৪৬২    স্কুল E থেকে ছেলেদের গড় সংখ্যা =   ৪২০ + ৪০৮ + ৪৬২ + ৪৬২  ÷ ৪ = ৪৩৮,424,434,438,455,bengali,,,
